Customer ID,Age,Gender,TransactionDate,Amount,Quantity,ProductCategory,PaymentMethod,Channel,Country,State,IsReturningCustomer
2477,39,Male,10/7/2024,408.07,6,Groceries,Debit Card,In-Store,USA,WA,0
2478,72,Male,5/26/2024,680.86,5,Toys,Credit Card,Online,USA,NC,1
2479,35,Male,11/19/2023,424.81,6,Toys,Apple Pay,In-Store,USA,DE,1
2480,18,Male,1/8/2023,1277.58,2,Sports,PayPal,Online,USA,NY,0
2481,32,Male,1/21/2024,1200.79,8,Groceries,Debit Card,Online,USA,IL,1
2482,42,Male,8/26/2023,804.94,1,Sports,Cash,In-Store,USA,PA,0
2483,30,Female,1/31/2023,1172.43,10,Sports,Credit Card,In-Store,USA,DE,1
2484,22,Male,2/26/2024,1206.27,5,Toys,Credit Card,Online,USA,FL,1
2485,34,Male,10/6/2023,287.29,8,Toys,PayPal,Online,USA,DE,0
2486,69,Female,8/7/2024,499.43,10,Groceries,Credit Card,In-Store,USA,GA,0
2487,34,Female,9/19/2024,1124.53,7,Sports,Cash,In-Store,USA,VA,0
2488,66,Male,5/2/2024,1264.64,6,Toys,PayPal,Online,USA,DE,1
2489,18,Male,4/25/2023,625.28,2,Home Goods,PayPal,Online,USA,IN,1
2490,60,Female,11/23/2023,879.69,4,Groceries,Credit Card,In-Store,USA,MD,0
2491,45,Female,6/10/2024,911.03,2,Home Goods,Credit Card,Online,USA,GA,0
2492,53,Male,5/9/2023,1026.22,10,Groceries,Cash,In-Store,USA,CO,1
2493,65,Male,2/11/2023,1285.37,10,Groceries,Apple Pay,In-Store,USA,DE,0
2494,29,Male,10/14/2024,1272.47,4,Groceries,Cash,Online,USA,MI,0
2495,28,Male,7/1/2024,1215.47,6,Toys,PayPal,In-Store,USA,TN,0
2496,26,Female,11/30/2023,570.64,8,Home Goods,PayPal,Online,USA,CA,0
2497,26,Male,3/8/2023,1254.51,8,Electronics,Apple Pay,In-Store,USA,MO,0
2498,49,Male,8/13/2024,185.63,7,Electronics,Credit Card,In-Store,USA,DE,1
2499,63,Male,3/25/2023,1451.92,10,Toys,Apple Pay,Online,USA,MA,0
2500,41,Female,6/26/2023,1098.52,5,Toys,PayPal,Online,USA,CO,1
2501,33,Female,11/16/2024,726.86,5,Sports,PayPal,In-Store,USA,DE,0
2502,53,Male,10/9/2024,224.81,4,Clothing,Cash,Online,USA,MO,0
2503,71,Male,7/17/2024,1453.52,3,Beauty,PayPal,Online,USA,MO,1
2504,64,Male,6/1/2023,814.01,6,Home Goods,Debit Card,Online,USA,AZ,1
2505,37,Female,11/15/2024,796.76,2,Toys,Credit Card,Online,USA,AZ,0
2506,18,Male,8/30/2024,1264.96,1,Beauty,Credit Card,Online,USA,TN,1
2507,51,Male,6/8/2024,1128.96,7,Home Goods,PayPal,Online,USA,CA,0
2508,54,Male,8/29/2023,413.08,5,Sports,Debit Card,In-Store,USA,CA,1
2509,46,Female,12/1/2024,268.12,7,Groceries,Credit Card,In-Store,USA,MO,1
2510,69,Female,2/9/2024,478.41,3,Beauty,PayPal,In-Store,USA,NC,1
2511,67,Male,6/6/2024,244.44,2,Beauty,Apple Pay,In-Store,USA,TX,1
2512,18,Male,7/18/2023,464.46,3,Toys,Debit Card,Online,USA,VA,0
2513,43,Male,8/20/2023,92.23,3,Toys,PayPal,In-Store,USA,GA,1
2514,46,Male,9/5/2023,20.11,1,Beauty,Cash,Online,USA,VA,1
2515,45,Male,12/18/2023,224.22,3,Groceries,PayPal,In-Store,USA,TX,1
2516,39,Male,7/25/2024,304.16,10,Sports,Credit Card,Online,USA,IL,1
2517,43,Male,2/22/2024,902.72,4,Clothing,Debit Card,In-Store,USA,DE,1
2518,26,Male,6/29/2024,1415.8,7,Clothing,Apple Pay,Online,USA,NC,1
2519,49,Male,6/30/2023,283.43,10,Clothing,Credit Card,Online,USA,OH,0
2520,48,Male,2/24/2023,15.32,10,Groceries,Debit Card,Online,USA,DE,1
2521,31,Male,4/1/2024,21.66,4,Clothing,Debit Card,Online,USA,DE,0
2522,74,Male,8/4/2023,802.4,6,Beauty,Credit Card,Online,USA,MO,1
2523,58,Male,10/3/2023,699.79,8,Electronics,Apple Pay,In-Store,USA,MO,0
2524,54,Male,1/30/2024,812.83,7,Groceries,Cash,In-Store,USA,AZ,1
2525,24,Female,5/16/2024,1000.2,9,Toys,Debit Card,In-Store,USA,IL,0
2526,38,Male,5/29/2023,945.71,8,Clothing,Apple Pay,In-Store,USA,NY,1
2527,64,Male,6/22/2024,1488.11,4,Home Goods,Apple Pay,Online,USA,NC,0
2528,56,Female,11/24/2024,1009.83,4,Home Goods,Debit Card,Online,USA,MN,1
2529,24,Male,6/6/2024,564.33,10,Toys,PayPal,In-Store,USA,GA,1
2530,26,Female,1/12/2023,597.2,7,Home Goods,Apple Pay,In-Store,USA,NY,0
2531,32,Female,5/21/2024,629.24,2,Toys,Cash,In-Store,USA,CO,0
2532,40,Male,9/22/2024,138.1,1,Clothing,Apple Pay,In-Store,USA,MD,0
2533,42,Male,6/6/2023,159.23,6,Sports,PayPal,Online,USA,TN,1
2534,61,Female,8/22/2023,896.87,5,Sports,Cash,In-Store,USA,MD,0
2535,40,Female,10/20/2023,625.06,7,Toys,Cash,Online,USA,MD,0
2536,49,Male,2/2/2023,85.1,2,Electronics,Debit Card,In-Store,USA,IN,0
2537,32,Male,6/21/2023,529.63,7,Home Goods,PayPal,Online,USA,MA,0
2538,36,Male,4/7/2024,405.51,4,Sports,Credit Card,In-Store,USA,PA,1
2539,55,Male,2/4/2023,906.8,5,Sports,Apple Pay,In-Store,USA,FL,1
2540,65,Female,8/1/2023,1464.36,3,Beauty,Cash,In-Store,USA,NY,1
2541,74,Male,10/5/2024,1037.82,8,Sports,Cash,In-Store,USA,MO,1
2542,68,Male,9/23/2024,1007.99,10,Clothing,PayPal,Online,USA,AZ,1
2543,58,Male,4/21/2023,26.65,6,Toys,PayPal,Online,USA,VA,1
2544,71,Female,9/19/2023,1371.68,4,Home Goods,Debit Card,In-Store,USA,MD,0
2545,26,Male,8/9/2024,49.84,6,Beauty,PayPal,In-Store,USA,WA,0
2546,52,Female,4/5/2024,666.6,10,Sports,Apple Pay,Online,USA,CO,1
2547,40,Male,9/12/2024,1230.02,9,Groceries,Apple Pay,Online,USA,NC,0
2548,21,Male,9/3/2023,72.39,10,Home Goods,Apple Pay,In-Store,USA,WA,1
2549,58,Male,9/29/2023,1395.86,5,Toys,Debit Card,In-Store,USA,MN,1
2550,39,Male,4/25/2023,284.06,2,Home Goods,Cash,In-Store,USA,MN,0
2551,46,Male,1/6/2023,784.06,1,Clothing,Cash,In-Store,USA,DE,1
2552,45,Male,11/3/2023,883.17,1,Clothing,PayPal,In-Store,USA,MA,1
2553,45,Male,8/19/2024,188.18,2,Beauty,Credit Card,Online,USA,CO,0
2554,20,Male,8/11/2024,1225.14,7,Home Goods,Cash,In-Store,USA,WA,1
2555,58,Male,10/16/2024,71.4,5,Electronics,Cash,Online,USA,TX,0
2556,72,Male,3/1/2024,1073.4,7,Electronics,Credit Card,Online,USA,IL,1
2557,67,Male,6/21/2023,881.25,8,Clothing,Apple Pay,Online,USA,NY,0
2558,22,Male,10/29/2023,1216.92,8,Electronics,Apple Pay,Online,USA,DE,1
2559,65,Male,4/3/2023,898.62,10,Sports,Apple Pay,Online,USA,MA,0
2560,68,Male,1/18/2024,59.09,6,Groceries,Credit Card,Online,USA,DE,0
2561,44,Male,3/24/2024,126.82,7,Toys,PayPal,Online,USA,DE,1
2562,59,Female,9/16/2024,1422.14,10,Toys,Debit Card,Online,USA,NY,1
2563,56,Female,3/27/2023,234.78,10,Clothing,Debit Card,Online,USA,FL,0
2564,54,Female,6/17/2023,1442.77,1,Sports,Cash,Online,USA,NC,0
2565,31,Female,11/23/2024,114.2,8,Beauty,Cash,In-Store,USA,DE,1
2566,34,Male,1/8/2023,586.05,2,Electronics,Debit Card,In-Store,USA,CO,0
2567,21,Female,8/29/2024,1494.98,6,Electronics,PayPal,In-Store,USA,OH,1
2568,25,Male,7/21/2024,650.27,2,Sports,Credit Card,Online,USA,GA,0
2569,59,Male,11/26/2024,923.8,10,Clothing,Debit Card,Online,USA,DE,0
2570,73,Male,6/4/2024,1154.63,10,Home Goods,Debit Card,Online,USA,MD,1
2571,25,Female,11/9/2024,514.56,7,Sports,Apple Pay,Online,USA,OH,0
2572,42,Male,4/21/2023,858.23,7,Toys,Apple Pay,Online,USA,DE,1
2573,28,Male,3/8/2023,215.77,1,Toys,Debit Card,In-Store,USA,VA,0
2574,68,Female,4/16/2023,1412.43,9,Toys,Credit Card,In-Store,USA,MA,1
2575,71,Male,7/8/2024,1053.7,10,Beauty,Credit Card,In-Store,USA,AZ,0
2576,71,Male,10/7/2023,640.15,6,Groceries,Cash,In-Store,USA,DE,0
2577,55,Male,12/7/2023,1243.81,9,Electronics,PayPal,Online,USA,DE,1
2578,45,Male,7/24/2024,334.56,10,Home Goods,Apple Pay,In-Store,USA,MA,0
2579,56,Female,3/22/2023,461.05,10,Home Goods,Credit Card,In-Store,USA,IL,1
2580,45,Male,11/20/2023,1272.72,9,Groceries,PayPal,In-Store,USA,CO,1
2581,69,Female,7/19/2023,72.12,7,Toys,Cash,In-Store,USA,MN,0
2582,25,Female,10/28/2023,1010.08,7,Sports,Cash,Online,USA,MA,0
2583,42,Male,9/15/2024,1210.92,7,Electronics,Credit Card,In-Store,USA,DE,1
2584,43,Female,1/9/2023,1153.15,5,Sports,Apple Pay,Online,USA,MO,1
2585,74,Male,8/31/2024,1376.65,7,Beauty,Credit Card,Online,USA,DE,1
2586,71,Female,5/17/2024,1233.17,5,Electronics,Debit Card,Online,USA,GA,1
2587,26,Male,3/30/2023,1076.61,3,Groceries,Debit Card,In-Store,USA,DE,0
2588,27,Female,2/4/2024,1247.56,1,Sports,Cash,In-Store,USA,DE,1
2589,29,Male,1/6/2024,1433.91,1,Groceries,Debit Card,Online,USA,AL,1
2590,39,Male,3/31/2023,286.68,2,Sports,Cash,In-Store,USA,AL,1
2591,71,Male,8/24/2023,435.79,3,Clothing,Debit Card,Online,USA,MN,0
2592,74,Male,8/15/2024,409.95,5,Home Goods,Debit Card,Online,USA,TX,1
2593,69,Male,10/15/2023,1293.87,9,Toys,PayPal,Online,USA,AL,1
2594,61,Male,4/21/2024,1314.55,8,Sports,Apple Pay,Online,USA,PA,1
2595,24,Male,3/13/2024,1396.19,3,Clothing,Credit Card,Online,USA,IL,1
2596,73,Male,6/13/2024,125.81,2,Home Goods,Credit Card,Online,USA,MD,1
2597,28,Female,12/19/2023,1490.1,9,Toys,Apple Pay,In-Store,USA,MI,0
2598,50,Female,4/7/2024,1458.74,6,Toys,Debit Card,In-Store,USA,VA,0
2599,50,Male,6/29/2024,219.84,8,Toys,Debit Card,In-Store,USA,MI,1
2600,26,Male,11/26/2023,307.89,2,Electronics,PayPal,Online,USA,GA,0
2601,34,Female,1/10/2024,349.45,9,Clothing,Apple Pay,In-Store,USA,OH,0
2602,46,Female,4/29/2024,655.55,7,Home Goods,Credit Card,Online,USA,NC,1
2603,46,Male,11/12/2024,198.43,8,Groceries,Debit Card,Online,USA,IN,0
2604,53,Female,9/10/2024,288.43,6,Toys,Debit Card,In-Store,USA,MA,0
2605,48,Female,3/26/2023,389.1,5,Clothing,Credit Card,Online,USA,CA,0
2606,35,Female,12/31/2023,217.79,10,Beauty,Cash,In-Store,USA,AL,1
2607,31,Male,9/1/2024,1194.57,8,Electronics,Credit Card,In-Store,USA,PA,0
2608,74,Female,8/17/2024,1399.59,3,Sports,PayPal,In-Store,USA,OH,0
2609,65,Male,10/10/2024,457.3,5,Groceries,Apple Pay,In-Store,USA,CA,1
2610,62,Female,7/18/2024,1076.83,2,Home Goods,Apple Pay,Online,USA,MO,1
2611,63,Male,4/29/2023,552.7,10,Clothing,PayPal,In-Store,USA,CA,0
2612,50,Male,5/17/2024,1355.02,10,Toys,Credit Card,Online,USA,OH,0
2613,29,Male,9/8/2024,485.63,9,Electronics,PayPal,Online,USA,GA,1
2614,37,Male,6/21/2024,331.42,7,Sports,PayPal,In-Store,USA,FL,1
2615,34,Male,4/15/2024,31.91,7,Beauty,PayPal,In-Store,USA,TN,1
2616,42,Male,5/23/2023,247.27,9,Toys,Debit Card,Online,USA,CO,0
2617,26,Male,8/17/2024,1244.35,4,Toys,Apple Pay,In-Store,USA,MO,0
2618,66,Female,5/17/2023,642.86,4,Sports,Debit Card,Online,USA,NC,0
2619,67,Female,10/21/2024,881.41,7,Sports,Debit Card,Online,USA,AL,1
2620,20,Female,7/10/2024,531.71,4,Electronics,Debit Card,Online,USA,MA,1
2621,31,Female,6/17/2024,1218,5,Sports,Apple Pay,Online,USA,NC,0
2622,37,Female,12/26/2023,151.63,5,Clothing,Credit Card,Online,USA,AL,1
2623,53,Male,4/1/2023,713.39,1,Groceries,Apple Pay,Online,USA,CO,1
2624,24,Male,2/25/2024,1091.28,10,Groceries,Cash,In-Store,USA,IN,1
2625,33,Female,8/10/2024,1133.28,2,Clothing,PayPal,Online,USA,MN,1
2626,29,Female,2/14/2024,694.52,9,Beauty,PayPal,In-Store,USA,TN,1
2627,68,Male,3/11/2024,112.49,5,Electronics,PayPal,In-Store,USA,VA,0
2628,67,Male,1/25/2023,1440.1,9,Toys,Cash,Online,USA,OH,1
2629,30,Male,9/14/2024,912.36,8,Toys,PayPal,Online,USA,IL,1
2630,24,Male,3/25/2023,339.8,2,Groceries,Cash,Online,USA,AL,1
2631,44,Female,5/26/2024,929.62,2,Groceries,Apple Pay,Online,USA,PA,0
2632,43,Male,1/29/2024,1167.12,5,Toys,PayPal,Online,USA,IN,1
2633,60,Male,8/7/2024,1433.8,6,Beauty,Debit Card,Online,USA,AL,1
2634,42,Female,11/13/2024,350.59,8,Clothing,Credit Card,In-Store,USA,MD,0
2635,66,Male,4/14/2024,275.9,5,Clothing,Debit Card,Online,USA,GA,1
2636,54,Male,3/25/2024,1471.47,5,Groceries,Apple Pay,In-Store,USA,MA,0
2637,41,Male,3/30/2024,929,3,Toys,PayPal,In-Store,USA,VA,0
2638,37,Male,9/25/2024,148.33,8,Home Goods,PayPal,Online,USA,WA,0
2639,18,Male,3/10/2024,764.42,7,Sports,Apple Pay,In-Store,USA,AZ,0
2640,39,Male,9/11/2024,714.05,6,Sports,PayPal,In-Store,USA,IN,1
2641,30,Female,10/8/2023,410.96,8,Electronics,Debit Card,In-Store,USA,AL,0
2642,71,Female,11/4/2024,639.32,6,Sports,PayPal,In-Store,USA,MA,1
2643,42,Male,9/23/2023,1229.8,5,Beauty,Credit Card,In-Store,USA,MA,1
2644,65,Male,10/9/2023,1281.23,5,Toys,Cash,Online,USA,AL,0
2645,33,Female,5/22/2024,258.63,1,Sports,Cash,In-Store,USA,VA,1
2646,57,Female,12/7/2023,1316.91,4,Beauty,Cash,In-Store,USA,AL,0
2647,51,Male,1/19/2024,348.21,4,Clothing,Apple Pay,In-Store,USA,TN,1
2648,64,Male,5/4/2023,375.27,10,Beauty,Cash,Online,USA,GA,1
2649,48,Male,4/14/2024,317.5,5,Electronics,Cash,Online,USA,AL,1
2650,71,Male,11/18/2023,159.52,3,Beauty,Cash,Online,USA,NC,1
2651,31,Male,10/26/2023,1387.17,8,Groceries,PayPal,In-Store,USA,AZ,1
2652,20,Male,8/12/2023,1276.89,3,Beauty,Debit Card,In-Store,USA,AL,1
2653,27,Male,8/12/2024,429.1,2,Electronics,Credit Card,Online,USA,MN,0
2654,20,Female,6/30/2024,169.71,10,Groceries,Credit Card,In-Store,USA,AZ,1
2655,55,Female,5/2/2024,850.84,8,Clothing,Apple Pay,Online,USA,AL,0
2656,45,Male,9/27/2023,381.16,6,Beauty,Cash,In-Store,USA,AL,1
2657,72,Female,1/24/2023,1419.03,6,Home Goods,Debit Card,In-Store,USA,PA,0
2658,19,Male,2/18/2024,1291.77,8,Groceries,PayPal,In-Store,USA,CO,0
2659,61,Male,6/13/2023,901.57,4,Home Goods,PayPal,Online,USA,MO,0
2660,30,Female,4/17/2024,384.06,10,Home Goods,Apple Pay,In-Store,USA,IL,0
2661,33,Female,2/26/2024,1403.09,8,Electronics,Cash,Online,USA,PA,1
2662,58,Female,10/18/2024,548.23,1,Toys,PayPal,In-Store,USA,CA,0
2663,51,Male,7/4/2024,1022.69,5,Beauty,Apple Pay,In-Store,USA,CO,0
2664,34,Male,12/26/2023,696.35,7,Toys,Cash,In-Store,USA,AL,0
2665,57,Male,5/5/2024,281.13,1,Sports,Credit Card,Online,USA,AL,0
2666,73,Male,9/8/2023,1188.83,7,Toys,Cash,Online,USA,AL,0
2667,38,Male,10/1/2024,756.35,5,Groceries,Cash,Online,USA,IN,1
2668,31,Male,7/24/2023,1493.79,1,Beauty,Cash,In-Store,USA,AL,0
2669,39,Male,3/9/2024,930.87,1,Electronics,Cash,Online,USA,AL,0
2670,20,Male,9/13/2024,1421.63,10,Beauty,PayPal,Online,USA,AL,0
2671,70,Male,9/9/2023,540.53,7,Groceries,Cash,Online,USA,MN,0
2672,59,Male,5/1/2023,1205.85,5,Toys,Credit Card,Online,USA,MN,1
2673,19,Male,5/30/2023,1300.24,10,Groceries,Debit Card,Online,USA,GA,1
2674,26,Male,3/22/2023,998.13,9,Clothing,Credit Card,In-Store,USA,MI,0
2675,37,Male,5/8/2023,1173.73,1,Sports,Debit Card,Online,USA,AL,1
2676,63,Female,8/11/2023,1373.26,6,Beauty,PayPal,In-Store,USA,MI,0
2677,65,Male,10/5/2023,1247.39,6,Home Goods,Cash,Online,USA,IN,0
2678,52,Male,5/12/2024,222.28,4,Toys,Apple Pay,Online,USA,TX,1
2679,26,Male,12/30/2023,1302.77,2,Sports,Cash,Online,USA,AL,1
2680,61,Female,6/24/2024,1176.25,2,Groceries,Cash,Online,USA,CO,0
2681,25,Male,3/9/2024,1093.26,10,Groceries,Cash,In-Store,USA,IN,1
2682,18,Male,10/29/2023,771.19,5,Sports,Credit Card,In-Store,USA,WA,0
2683,59,Female,10/23/2023,613.8,5,Electronics,Debit Card,In-Store,USA,IL,0
2684,56,Female,12/21/2023,1176.86,10,Home Goods,Debit Card,In-Store,USA,AZ,1
2685,72,Male,6/3/2024,1136.17,3,Home Goods,Debit Card,In-Store,USA,TX,1
2686,46,Female,10/4/2024,747.5,8,Groceries,Cash,Online,USA,MI,1
2687,26,Male,6/10/2024,673.83,5,Home Goods,Apple Pay,Online,USA,FL,1
2688,20,Male,5/20/2024,97.88,5,Toys,Cash,In-Store,USA,MN,1
2689,54,Male,3/2/2024,695.46,5,Home Goods,Credit Card,In-Store,USA,MI,1
2690,39,Female,11/5/2024,1268.95,2,Clothing,Cash,In-Store,USA,MD,0
2691,28,Female,3/17/2024,672.89,10,Home Goods,Credit Card,In-Store,USA,NY,1
2692,67,Male,5/17/2024,225.55,8,Beauty,Cash,Online,USA,IL,0
2693,41,Male,10/4/2024,306.93,2,Beauty,Credit Card,Online,USA,AL,1
2694,39,Male,9/4/2023,1186.51,6,Groceries,Apple Pay,In-Store,USA,VA,1
2695,29,Male,3/10/2024,1488.19,4,Clothing,Cash,In-Store,USA,AL,1
2696,53,Male,12/31/2023,1139.15,5,Toys,Apple Pay,Online,USA,CA,0
2697,36,Male,3/23/2023,713.11,6,Groceries,PayPal,In-Store,USA,CA,0
2698,47,Male,8/26/2023,338.49,9,Beauty,Credit Card,Online,USA,MD,0
2699,20,Male,8/12/2024,1433.72,9,Sports,Apple Pay,In-Store,USA,AZ,0
2700,41,Female,7/19/2024,299.37,2,Electronics,Credit Card,In-Store,USA,AL,0
2701,43,Female,2/19/2023,54.3,4,Home Goods,Debit Card,Online,USA,GA,1
2702,20,Male,1/3/2023,1000.21,4,Sports,Apple Pay,In-Store,USA,MD,0
2703,53,Male,9/21/2024,320.83,5,Groceries,PayPal,Online,USA,AL,1
2704,43,Male,10/7/2023,1321.61,3,Home Goods,Credit Card,Online,USA,AZ,1
2705,29,Female,7/10/2023,1115.57,7,Beauty,Cash,In-Store,USA,TX,1
2706,37,Female,1/31/2023,390.2,9,Clothing,Debit Card,In-Store,USA,AZ,1
2707,56,Male,12/2/2023,779.83,9,Beauty,PayPal,In-Store,USA,CO,1
2708,37,Female,6/23/2024,671.57,2,Groceries,Cash,In-Store,USA,GA,0
2709,57,Male,12/9/2023,377.74,6,Groceries,PayPal,In-Store,USA,AL,1
2710,57,Female,1/11/2023,1412.61,7,Toys,Apple Pay,Online,USA,PA,1
2711,42,Female,3/4/2024,1003.17,9,Electronics,Credit Card,Online,USA,MD,0
2712,33,Male,10/27/2024,947.07,3,Groceries,PayPal,In-Store,USA,IL,0
2713,32,Female,8/1/2023,349.45,9,Toys,Cash,Online,USA,CA,1
2714,31,Male,2/28/2024,740.45,5,Home Goods,Apple Pay,In-Store,USA,TX,1
2715,34,Female,12/2/2023,878.26,6,Home Goods,PayPal,In-Store,USA,CA,1
2716,50,Female,7/29/2024,1017.12,1,Groceries,Cash,Online,USA,AL,0
2717,65,Female,10/29/2024,639.4,5,Sports,Cash,Online,USA,AL,1
2718,47,Male,1/12/2024,619.57,5,Beauty,Cash,Online,USA,AL,1
2719,20,Male,10/26/2023,230.63,9,Beauty,PayPal,In-Store,USA,GA,1
2720,26,Male,9/13/2023,492.07,10,Electronics,Apple Pay,In-Store,USA,VA,0
2721,41,Male,4/14/2023,356.97,6,Toys,Apple Pay,In-Store,USA,AL,0
2722,30,Male,7/10/2023,1065.81,9,Toys,PayPal,In-Store,USA,NC,1
2723,29,Female,11/18/2024,888.61,1,Toys,Cash,Online,USA,PA,0
2724,18,Female,2/11/2023,1380.54,9,Sports,Credit Card,In-Store,USA,FL,0
2725,26,Male,3/25/2023,795.47,6,Beauty,Cash,In-Store,USA,IL,1
2726,39,Male,4/29/2024,33.32,3,Groceries,Apple Pay,In-Store,USA,NY,0
2727,36,Male,11/21/2023,1355.83,9,Toys,Debit Card,Online,USA,AL,1
2728,58,Female,5/5/2024,1098.7,6,Electronics,Debit Card,Online,USA,AL,1
2729,66,Male,5/24/2023,167.56,9,Sports,PayPal,In-Store,USA,MN,1
2730,70,Female,4/23/2023,427.36,8,Clothing,Debit Card,Online,USA,AL,1
2731,26,Female,10/16/2023,377.12,2,Clothing,PayPal,In-Store,USA,MN,1
2732,29,Male,7/26/2023,605.55,7,Groceries,Cash,Online,USA,CA,1
2733,47,Female,12/6/2023,510.87,7,Beauty,Debit Card,Online,USA,NC,0
2734,65,Male,5/28/2023,684.77,6,Electronics,Credit Card,Online,USA,TN,1
2735,71,Male,3/23/2024,827.04,1,Beauty,Apple Pay,Online,USA,AL,1
2736,67,Male,7/2/2023,129.43,9,Electronics,PayPal,In-Store,USA,TX,0
2737,41,Male,8/11/2024,1206.18,4,Electronics,Cash,In-Store,USA,AL,1
2738,23,Female,12/5/2023,712.26,1,Beauty,Apple Pay,In-Store,USA,WA,0
2739,63,Male,8/21/2023,52.94,5,Clothing,PayPal,In-Store,USA,FL,1
2740,58,Male,12/5/2023,1110.13,10,Electronics,Debit Card,Online,USA,WA,1
2741,38,Male,11/9/2023,818.84,1,Toys,Cash,Online,USA,TX,0
2742,36,Female,1/9/2024,1086.49,4,Beauty,Debit Card,Online,USA,PA,0
2743,62,Female,7/18/2023,700.87,1,Electronics,Apple Pay,In-Store,USA,VA,0
2744,32,Female,4/4/2024,54.34,3,Electronics,PayPal,Online,USA,NC,1
2745,70,Male,12/16/2023,1057.13,10,Clothing,Apple Pay,Online,USA,FL,0
2746,70,Male,4/26/2024,143.34,9,Groceries,PayPal,Online,USA,AL,1
2747,41,Male,12/30/2023,908.44,8,Home Goods,Debit Card,Online,USA,CO,0
2748,21,Male,12/22/2023,1083.06,10,Electronics,PayPal,Online,USA,TX,0
2749,49,Male,8/5/2023,1492.56,7,Groceries,PayPal,Online,USA,TX,1
2750,42,Female,10/6/2024,447.54,6,Toys,Debit Card,In-Store,USA,CA,0
2751,47,Male,11/10/2024,748.71,7,Toys,Cash,Online,USA,AL,1
2752,48,Male,10/25/2024,483.91,3,Home Goods,Debit Card,In-Store,USA,NY,0
2753,44,Male,5/12/2023,1467.4,7,Toys,Credit Card,Online,USA,GA,1
2754,65,Male,1/28/2023,1484.84,4,Beauty,Credit Card,Online,USA,NY,1
2755,70,Male,3/10/2023,982.25,1,Electronics,Debit Card,Online,USA,AL,1
2756,51,Male,12/19/2023,1393.95,9,Beauty,PayPal,In-Store,USA,GA,1
2757,35,Male,8/25/2024,698.9,7,Sports,Debit Card,Online,USA,TX,0
2758,59,Male,9/6/2024,1363.6,5,Beauty,Credit Card,In-Store,USA,AZ,1
2759,56,Female,2/4/2024,1044.57,10,Home Goods,Credit Card,Online,USA,WA,0
2760,31,Female,2/15/2024,364.04,10,Home Goods,PayPal,In-Store,USA,FL,0
2761,49,Female,4/19/2023,639.5,5,Toys,Apple Pay,In-Store,USA,CA,1
2762,25,Male,5/14/2023,1097.58,8,Home Goods,PayPal,In-Store,USA,MO,1
2763,49,Female,9/13/2024,361.94,10,Sports,Cash,In-Store,USA,AL,0
2764,42,Male,8/15/2024,887.43,2,Clothing,Cash,Online,USA,VA,0
2765,30,Male,1/25/2024,1338.63,7,Home Goods,Apple Pay,Online,USA,AL,0
2766,25,Male,4/2/2023,855.05,10,Sports,Debit Card,Online,USA,TN,1
2767,31,Male,3/20/2023,371.75,9,Beauty,Apple Pay,Online,USA,CA,0
2768,51,Male,6/11/2024,1197.77,8,Groceries,Debit Card,Online,USA,MA,1
2769,45,Male,6/25/2023,84.63,10,Home Goods,Cash,In-Store,USA,AL,1
2770,25,Male,7/25/2024,240.68,10,Toys,Apple Pay,Online,USA,FL,1
2771,46,Male,8/7/2024,1460.46,3,Clothing,Apple Pay,Online,USA,FL,0
2772,50,Female,12/10/2023,1358.97,1,Toys,Debit Card,In-Store,USA,CO,1
2773,38,Female,5/8/2024,1040.62,8,Home Goods,PayPal,Online,USA,CA,1
2774,26,Male,11/5/2023,321.47,6,Clothing,Cash,Online,USA,TX,0
2775,49,Female,2/2/2023,1286.29,3,Beauty,Debit Card,Online,USA,WA,1
2776,42,Male,1/18/2024,678.81,6,Beauty,Debit Card,In-Store,USA,PA,0
2777,44,Male,1/22/2024,1335.42,8,Electronics,Apple Pay,In-Store,USA,FL,1
2778,66,Female,8/22/2023,1162.15,10,Home Goods,Cash,In-Store,USA,MD,0
2779,19,Female,5/30/2023,1287.87,10,Beauty,Cash,Online,USA,TX,1
2780,27,Male,1/2/2023,164.67,9,Toys,Credit Card,In-Store,USA,MD,0
2781,66,Male,8/23/2024,371.9,8,Groceries,Debit Card,In-Store,USA,IL,0
2782,63,Female,2/8/2023,1283.36,5,Beauty,Cash,In-Store,USA,WA,0
2783,36,Male,6/15/2023,579.6,5,Toys,Cash,In-Store,USA,AZ,1
2784,18,Male,5/7/2023,1246.64,6,Home Goods,Cash,In-Store,USA,GA,0
2785,54,Female,1/5/2023,737.84,2,Toys,PayPal,Online,USA,OH,1
2786,42,Male,10/1/2024,1389.25,5,Beauty,Credit Card,Online,USA,MA,1
2787,54,Male,3/20/2023,81.95,10,Toys,Cash,Online,USA,OH,1
2788,22,Female,10/9/2024,1145,2,Home Goods,Debit Card,Online,USA,IL,0
2789,49,Female,2/13/2024,105.73,9,Electronics,Apple Pay,In-Store,USA,FL,1
2790,51,Male,12/10/2023,408.37,4,Clothing,Debit Card,In-Store,USA,TX,1
2791,26,Male,12/15/2023,1470.88,10,Toys,Credit Card,In-Store,USA,NY,1
2792,53,Male,3/25/2024,971.96,2,Home Goods,Cash,In-Store,USA,WA,0
2793,29,Male,11/8/2023,891.01,3,Electronics,Apple Pay,Online,USA,WA,0
2794,54,Male,9/14/2024,409.15,2,Groceries,Credit Card,In-Store,USA,GA,0
